"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"10375211-2021";"FATO ATÍPICO";"IPANEMA";2021-07-13 00:00:00;"jul";2021
"06616651-2021";"CAPTURA DE EVADIDO";"ITAGUAÍ";2021-07-13 00:00:00;"jul";2021
"56895781-2021";"APREENSÃO DE CELULAR";"BARRA";2021-07-13 00:00:00;"jul";2021
"60833341-2021";"RECEPTAÇÃO";"BANGU";2021-07-13 00:00:00;"jul";2021
"01709351-2021";"AVERIGUAÇÃO EM SEDE POLICIAL";"BARRA";2021-07-13 00:00:00;"jul";2021
"87768881-2021";"FURTO";"NITERÓI";2021-07-13 00:00:00;"jul";2021
"26441431-2021";"LESÃO CORPORAL DOLOSA";"MÉIER";2021-07-13 00:00:00;"jul";2021
"30088221-2021";"RECEPTAÇÃO";"BANGU";2021-07-13 00:00:00;"jul";2021
"71056891-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"NOVA IGUAÇU";2021-07-13 00:00:00;"jul";2021
"21624771-2021";"CAPTURA DE EVADIDO";"SÃO GONÇALO";2021-07-13 00:00:00;"jul";2021
"97737141-2021";"CAPTURA DE EVADIDO";"NITERÓI";2021-07-13 00:00:00;"jul";2021
"43627911-2021";"APREENSÃO DE CELULAR";"NOVA IGUAÇU";2021-07-13 00:00:00;"jul";2021
"98282351-2021";"POSSE E USO";"JAPERI";2021-07-13 00:00:00;"jul";2021
"98298361-2021";"APREENSÃO DE MATERIAL";"LAPA";2021-07-14 00:00:00;"jul";2021
"82223811-2021";"MANDADO DE PRISÃO";"COPACABANA";2021-07-14 00:00:00;"jul";2021
"82219051-2021";"APREENSÃO DE MATERIAL";"COPACABANA";2021-07-14 00:00:00;"jul";2021
"46760211-2021";"APREENSÃO DE DROGAS";"BARRA";2021-07-14 00:00:00;"jul";2021
"62078491-2021";"RECEPTAÇÃO";"LARANJEIRAS";2021-07-14 00:00:00;"jul";2021
"91618511-2021";"MANDADO DE PRISÃO";"BARRA";2021-07-14 00:00:00;"jul";2021
"14432111-2021";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2021-07-14 00:00:00;"jul";2021
"46328531-2021";"POSSE E USO";"RECREIO";2021-07-14 00:00:00;"jul";2021
"59314751-2021";"PORTE DE ARMA BRANCA";"IPANEMA";2021-07-14 00:00:00;"jul";2021
"35471451-2021";"POSSE E USO";"RECREIO";2021-07-14 00:00:00;"jul";2021
"05489031-2021";"RECEPTAÇÃO";"CENTRO";2021-07-14 00:00:00;"jul";2021
"09150061-2021";"FURTO DE APARELHO DE CELULAR";"CENTRO";2021-07-14 00:00:00;"jul";2021
"15762061-2021";"POSSE E USO";"RECREIO";2021-07-14 00:00:00;"jul";2021
"37145021-2021";"POSSE E USO";"CENTRO";2021-07-14 00:00:00;"jul";2021
"20984441-2021";"FURTO";"GRAJAÚ E VILA ISABEL";2021-07-14 00:00:00;"jul";2021
"73846841-2021";"LESÃO CORPORAL DOLOSA";"LARANJEIRAS";2021-07-14 00:00:00;"jul";2021
"95915011-2021";"POSSE E USO";"RECREIO";2021-07-14 00:00:00;"jul";2021
"47039981-2021";"APREENSÃO DE CELULAR";"MÉIER";2021-07-14 00:00:00;"jul";2021
"98009791-2021";"MANDADO DE PRISÃO";"MAGÉ E PIABETÁ";2021-07-14 00:00:00;"jul";2021
"18593851-2021";"APREENSÃO DE MATERIAL";"BOTAFOGO";2021-07-14 00:00:00;"jul";2021
"52453591-2021";"CAPTURA DE EVADIDO";"RECREIO";2021-07-14 00:00:00;"jul";2021
"15428891-2021";"POSSE E USO";"ITAGUAÍ";2021-07-14 00:00:00;"jul";2021
"54265661-2021";"MARIA DA PENHA";"RECREIO";2021-07-15 00:00:00;"jul";2021
"50594002-2021";"POSSE E USO";"RECREIO";2021-07-15 00:00:00;"jul";2021
"73413861-2021";"PORTE DE ARMA BRANCA";"BOTAFOGO";2021-07-15 00:00:00;"jul";2021
"10816421-2021";"RECEPTAÇÃO";"NITERÓI";2021-07-15 00:00:00;"jul";2021
"98910111-2021";"FURTO";"MÉIER";2021-07-15 00:00:00;"jul";2021
"22515061-2021";"RECEPTAÇÃO";"IPANEMA";2021-07-15 00:00:00;"jul";2021
"72631821-2021";"ROUBO A TRANSEUNTE";"IPANEMA";2021-07-15 00:00:00;"jul";2021
"58091511-2021";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"RECREIO";2021-07-15 00:00:00;"jul";2021
"14306431-2021";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"CAXIAS";2021-07-15 00:00:00;"jul";2021
"22038431-2021";"FURTO";"ATERRO";2021-07-15 00:00:00;"jul";2021
"13692141-2021";"TRÁFICO DE DROGAS";"CENTRO";2021-07-15 00:00:00;"jul";2021
"01256261-2021";"ARMA DE FOGO";"BELFORD ROXO";2021-07-15 00:00:00;"jul";2021
"31734311-2021";"POSSE E USO";"RECREIO";2021-07-15 00:00:00;"jul";2021
"84318611-2021";"MANDADO DE PRISÃO";"CENTRO";2021-07-15 00:00:00;"jul";2021
"30049801-2021";"APREENSÃO DE CELULAR";"BOTAFOGO";2021-07-15 00:00:00;"jul";2021
"59185461-2021";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2021-07-15 00:00:00;"jul";2021
"34729171-2021";"FURTO";"LAPA";2021-07-15 00:00:00;"jul";2021
"88756111-2021";"RECEPTAÇÃO";"CENTRO";2021-07-15 00:00:00;"jul";2021
"77983681-2021";"MANDADO DE PRISÃO";"MAGÉ E PIABETÁ";2021-07-16 00:00:00;"jul";2021
"34287311-2021";"FRAUDES";"SÃO GONÇALO";2021-07-16 00:00:00;"jul";2021
"55342481-2021";"FURTO";"COPACABANA";2021-07-16 00:00:00;"jul";2021
"11025991-2021";"APREENSÃO DE VEÍCULO";"ITAGUAÍ";2021-07-16 00:00:00;"jul";2021
"07428591-2021";"POSSE E USO";"LEBLON";2021-07-16 00:00:00;"jul";2021
"58781261-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"BARRA";2021-07-16 00:00:00;"jul";2021
"06278811-2021";"ESTELIONATO";"AUSTIN";2021-07-16 00:00:00;"jul";2021
"14198261-2021";"POSSE E USO";"MIGUEL PEREIRA";2021-07-16 00:00:00;"jul";2021
"12925261-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"CAXIAS";2021-07-16 00:00:00;"jul";2021
"66556401-2021";"CAPTURA DE EVADIDO";"BARRA";2021-07-16 00:00:00;"jul";2021
"35808641-2021";"POSSE E USO";"LARANJEIRAS";2021-07-16 00:00:00;"jul";2021
"86193051-2021";"MANDADO DE PRISÃO";"MIGUEL PEREIRA";2021-07-16 00:00:00;"jul";2021
"86921572-2021";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2021-07-16 00:00:00;"jul";2021
"44732571-2021";"MARIA DA PENHA";"JAPERI";2021-07-16 00:00:00;"jul";2021
"16250711-2021";"MANDADO DE PRISÃO";"BANGU";2021-07-16 00:00:00;"jul";2021
"32808541-2021";"FURTO";"BOTAFOGO";2021-07-16 00:00:00;"jul";2021
"30376852-2021";"AMEAÇA";"COPACABANA";2021-07-16 00:00:00;"jul";2021
"30475401-2021";"CAPTURA DE EVADIDO";"NITERÓI";2021-07-16 00:00:00;"jul";2021
"57502582-2021";"LESÃO CORPORAL DOLOSA";"BARRA";2021-07-17 00:00:00;"jul";2021
"26212501-2021";"POSSE E USO";"MAGÉ E PIABETÁ";2021-07-17 00:00:00;"jul";2021
"68975901-2021";"LESÃO CORPORAL DOLOSA";"JAPERI";2021-07-17 00:00:00;"jul";2021
"08569071-2021";"FURTO";"NOVA IGUAÇU";2021-07-17 00:00:00;"jul";2021
"39117931-2021";"MANDADO DE PRISÃO";"LEBLON";2021-07-17 00:00:00;"jul";2021
"36487021-2021";"POSSE E USO";"RECREIO";2021-07-17 00:00:00;"jul";2021
"07317251-2021";"RECEPTAÇÃO";"IPANEMA";2021-07-17 00:00:00;"jul";2021
"25757152-2021";"POSSE E USO";"RECREIO";2021-07-17 00:00:00;"jul";2021
"15290161-2021";"TRÁFICO DE DROGAS";"COPACABANA";2021-07-17 00:00:00;"jul";2021
"30348551-2021";"RECEPTAÇÃO";"MAGÉ E PIABETÁ";2021-07-17 00:00:00;"jul";2021
NA;"POSSE E USO";"COPACABANA";2021-07-17 00:00:00;"jul";NA
"15184891-2021";"LESÃO CORPORAL DOLOSA";"LARANJEIRAS";2021-07-17 00:00:00;"jul";2021
"53559461-2021";"POSSE E USO";"LAPA";2021-07-17 00:00:00;"jul";2021
"16870211-2021";"FURTO";"LAPA";2021-07-18 00:00:00;"jul";2021
"76003071-2021";"DIREÇÃO PERIGOSA";"CAXIAS";2021-07-18 00:00:00;"jul";2021
"98692371-2021";"POSSE E USO";"LARANJEIRAS";2021-07-18 00:00:00;"jul";2021
"19177891-2021";"PORTE DE ARMA BRANCA";"RECREIO";2021-07-18 00:00:00;"jul";2021
"71857831-2021";"FURTO";"BARRA";2021-07-18 00:00:00;"jul";2021
"69387851-2021";"DIREÇÃO PERIGOSA";"NITERÓI";2021-07-18 00:00:00;"jul";2021
NA;"POSSE E USO";"JAPERI";2021-07-18 00:00:00;"jul";NA
"24244091-2021";"POSSE E USO";"RECREIO";2021-07-18 00:00:00;"jul";2021
"40522911-2021";"APREENSÃO DE CELULAR";"MÉIER";2021-07-18 00:00:00;"jul";2021
"34875121-2021";"APREENSÃO DE MATERIAL";"BOTAFOGO";2021-07-18 00:00:00;"jul";2021
"50176691-2021";"ROUBO DE BICICLETA";"ATERRO";2021-07-18 00:00:00;"jul";2021
"13175431-2021";"DANO AO PATRIMÔNIO";"MÉIER";2021-07-18 00:00:00;"jul";2021
"28417771-2021";"APREENSÃO DE VEÍCULO";"CAXIAS";2021-07-18 00:00:00;"jul";2021
"09098491-2021";"POSSE E USO";"RECREIO";2021-07-18 00:00:00;"jul";2021
"74730551-2021";"POSSE E USO";"RECREIO";2021-07-18 00:00:00;"jul";2021
"97369611-2021";"POSSE E USO";"RECREIO";2021-07-18 00:00:00;"jul";2021
"61788481-2021";"MANDADO DE PRISÃO";"COPACABANA";2021-07-18 00:00:00;"jul";2021
"86189031-2021";"FURTO";"TIJUCA";2021-07-18 00:00:00;"jul";2021
"94699381-2021";"APREENSÃO DE MATERIAL";"BOTAFOGO";2021-07-18 00:00:00;"jul";2021
"31121291-2021";"APREENSÃO DE MATERIAL";"MÉIER";2021-07-18 00:00:00;"jul";2021
"57095821-2021";"DIRIGIR SEM CNH";"MÉIER";2021-07-18 00:00:00;"jul";2021
"75049771-2021";"RECEPTAÇÃO";"CENTRO";2021-07-18 00:00:00;"jul";2021
"94303511-2021";"APREENSÃO DE CELULAR";"MAGÉ E PIABETÁ";2021-07-18 00:00:00;"jul";2021
"11161311-2021";"APREENSÃO DE MATERIAL";"COPACABANA";2021-07-18 00:00:00;"jul";2021
"40811961-2021";"DIRIGIR SEM CNH";"RECREIO";2021-07-18 00:00:00;"jul";2021
"83963341-2021";"SIMULACRO";"LAPA";2021-07-18 00:00:00;"jul";2021
"40916171-2021";"MANDADO DE PRISÃO";"LAPA";2021-07-18 00:00:00;"jul";2021
"14778421-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"BARRA";2021-07-19 00:00:00;"jul";2021
"25969991-2021";"MANDADO DE PRISÃO";"SÃO GONÇALO";2021-07-19 00:00:00;"jul";2021
"08494481-2021";"POSSE E USO";"BARRA";2021-07-19 00:00:00;"jul";2021
"77125821-2021";"POSSE E USO";"MIGUEL PEREIRA";2021-07-19 00:00:00;"jul";2021
"86639691-2021";"FURTO DE APARELHO DE CELULAR";"IPANEMA";2021-07-19 00:00:00;"jul";2021
"61064191-2021";"FURTO DE BICICLETA";"NITERÓI";2021-07-19 00:00:00;"jul";2021
"92549271-2021";"CAPTURA DE EVADIDO";"NITERÓI";2021-07-19 00:00:00;"jul";2021
"45363151-2021";"APREENSÃO DE DROGAS";"NITERÓI";2021-07-19 00:00:00;"jul";2021
"77944611-2021";"ENCONTRO DE PESSOAS";"NITERÓI";2021-07-19 00:00:00;"jul";2021
"90092871-2021";"DIREÇÃO PERIGOSA";"JAPERI";2021-07-19 00:00:00;"jul";2021
"06902871-2021";"DANO AO PATRIMÔNIO";"NOVA IGUAÇU";2021-07-19 00:00:00;"jul";2021
"22075702-2021";"POSSE E USO";"COPACABANA";2021-07-19 00:00:00;"jul";2021
"14285321-2021";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"LAGOA";2021-07-19 00:00:00;"jul";2021
"96724761-2021";"MANDADO DE PRISÃO";"LAGOA";2021-07-19 00:00:00;"jul";2021
"08564721-2021";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"NOVA IGUAÇU";2021-07-19 00:00:00;"jul";2021
"20294891-2021";"FURTO A TRANSEUNTE";"BOTAFOGO";2021-07-19 00:00:00;"jul";2021
"13867211-2021";"APREENSÃO DE VEÍCULO";"GRAJAÚ E VILA ISABEL";2021-07-19 00:00:00;"jul";2021
"36187441-2021";"TRÁFICO DE DROGAS";"SÃO GONÇALO";2021-07-19 00:00:00;"jul";2021
"57377411-2021";"MANDADO DE PRISÃO";"NITERÓI";2021-07-20 00:00:00;"jul";2021
"72192201-2021";"RECEPTAÇÃO";"MAGÉ E PIABETÁ";2021-07-20 00:00:00;"jul";2021
"65096431-2021";"DIREÇÃO PERIGOSA";"NITERÓI";2021-07-20 00:00:00;"jul";2021
"02932871-2021";"ESTELIONATO";"BANGU";2021-07-20 00:00:00;"jul";2021
"19445251-2021";"POSSE E USO";"SÃO GONÇALO";2021-07-20 00:00:00;"jul";2021
"86352031-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"CENTRO";2021-07-20 00:00:00;"jul";2021
"32325761-2021";"FURTO";"BARRA";2021-07-20 00:00:00;"jul";2021
"46771781-2021";"EXTORSÃO";"RECREIO";2021-07-20 00:00:00;"jul";2021
"33242191-2021";"APREENSÃO DE CELULAR";"RECREIO";2021-07-20 00:00:00;"jul";2021
"75907001-2021";"POSSE E USO";"RECREIO";2021-07-20 00:00:00;"jul";2021
"85641221-2021";"POSSE E USO";"RECREIO";2021-07-20 00:00:00;"jul";2021
"20670801-2021";"MANDADO DE PRISÃO";"NOVA IGUAÇU";2021-07-20 00:00:00;"jul";2021
"91516381-2021";"POSSE E USO";"RECREIO";2021-07-20 00:00:00;"jul";2021
"36977581-2021";"CAPTURA DE EVADIDO";"NITERÓI";2021-07-20 00:00:00;"jul";2021
"53661291-2021";"APREENSÃO DE MATERIAL";"ITAGUAÍ";2021-07-20 00:00:00;"jul";2021
"65028001-2021";"APREENSÃO DE VEÍCULO";"SÃO GONÇALO";2021-07-21 00:00:00;"jul";2021
"03220971-2021";"MANDADO DE PRISÃO";"ATERRO";2021-07-21 00:00:00;"jul";2021
"78386631-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"LARANJEIRAS";2021-07-21 00:00:00;"jul";2021
"04904701-2021";"POSSE E USO";"LARANJEIRAS";2021-07-21 00:00:00;"jul";2021
"97713541-2021";"APREENSÃO DE MATERIAL";"ITAGUAÍ";2021-07-21 00:00:00;"jul";2021
"95958681-2021";"POSSE E USO";"RECREIO";2021-07-21 00:00:00;"jul";2021
"35947421-2021";"MANDADO DE PRISÃO";"BELFORD ROXO";2021-07-21 00:00:00;"jul";2021
"44743681-2021";"APREENSÃO DE CELULAR";"BARRA";2021-07-21 00:00:00;"jul";2021
"91609531-2021";"POSSE E USO";"RECREIO";2021-07-21 00:00:00;"jul";2021
"57365321-2021";"MANDADO DE PRISÃO";"CAXIAS";2021-07-21 00:00:00;"jul";2021
"51509661-2021";"CAPTURA DE EVADIDO";"ITAGUAÍ";2021-07-21 00:00:00;"jul";2021
"65255522-2021";"POSSE E USO";"RECREIO";2021-07-21 00:00:00;"jul";2021
"91424831-2021";"FURTO A TRANSEUNTE";"NITERÓI";2021-07-21 00:00:00;"jul";2021
"64423981-2021";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2021-07-21 00:00:00;"jul";2021
"76304041-2021";"MANDADO DE PRISÃO";"PARACAMBI";2021-07-21 00:00:00;"jul";2021
"56941211-2021";"ROUBO DE VEÍCULO";"MAGÉ E PIABETÁ";2021-07-21 00:00:00;"jul";2021
"66568971-2021";"FURTO";"NOVA IGUAÇU";2021-07-21 00:00:00;"jul";2021
"89757031-2021";"FURTO";"NOVA IGUAÇU";2021-07-21 00:00:00;"jul";2021
"08130381-2021";"DESACATO";"BARRA";2021-07-22 00:00:00;"jul";2021
"28767501-2021";"APREENSÃO DE MATERIAL";"COPACABANA";2021-07-22 00:00:00;"jul";2021
"15212471-2021";"APREENSÃO DE MATERIAL";"COPACABANA";2021-07-22 00:00:00;"jul";2021
"91654531-2021";"FURTO DE BICICLETA";"PARACAMBI";2021-07-22 00:00:00;"jul";2021
"40716841-2021";"FURTO DE APARELHO DE CELULAR";"RECREIO";2021-07-22 00:00:00;"jul";2021
"37448342-2021";"APREENSÃO DE DROGAS";"GRAJAÚ E VILA ISABEL";2021-07-22 00:00:00;"jul";2021
"76003291-2021";"HOMICÍDIO DOLOSO";"BARRA";2021-07-22 00:00:00;"jul";2021
"49863531-2021";"LESÃO CORPORAL DOLOSA";"COPACABANA";2021-07-22 00:00:00;"jul";2021
"53136291-2021";"AVERIGUAÇÃO EM SEDE POLICIAL";"LARANJEIRAS";2021-07-22 00:00:00;"jul";2021
"84769941-2021";"RECUPERAÇÃO DE VEÍCULO";"JAPERI";2021-07-22 00:00:00;"jul";2021
"70827531-2021";"DESACATO";"IPANEMA";2021-07-22 00:00:00;"jul";2021
"91811081-2021";"RESISTÊNCIA";"LAPA";2021-07-22 00:00:00;"jul";2021
"93031711-2021";"RECEPTAÇÃO";"CENTRO";2021-07-22 00:00:00;"jul";2021
"98431541-2021";"TRÁFICO DE DROGAS";"MAGÉ E PIABETÁ";2021-07-23 00:00:00;"jul";2021
"63465831-2021";"POSSE E USO";"RECREIO";2021-07-23 00:00:00;"jul";2021
"70935771-2021";"POSSE E USO";"RECREIO";2021-07-23 00:00:00;"jul";2021
"02251531-2021";"POSSE E USO";"RECREIO";2021-07-23 00:00:00;"jul";2021
"03696771-2021";"APREENSÃO DE MATERIAL";"BARRA";2021-07-23 00:00:00;"jul";2021
"70369851-2021";"POSSE E USO";"JAPERI";2021-07-23 00:00:00;"jul";2021
"64215511-2021";"POSSE E USO";"RECREIO";2021-07-23 00:00:00;"jul";2021
"98495481-2021";"APREENSÃO DE MATERIAL";"COPACABANA";2021-07-23 00:00:00;"jul";2021
"51732281-2021";"MANDADO DE PRISÃO";"IPANEMA";2021-07-23 00:00:00;"jul";2021
"03452121-2021";"FURTO";"NITERÓI";2021-07-23 00:00:00;"jul";2021
"98354891-2021";"POSSE E USO";"MIGUEL PEREIRA";2021-07-23 00:00:00;"jul";2021
"44728731-2021";"FURTO";"LARANJEIRAS";2021-07-23 00:00:00;"jul";2021
"69994131-2021";"APREENSÃO DE MATERIAL";"BARRA";2021-07-23 00:00:00;"jul";2021
"87707221-2021";"ROUBO A TRANSEUNTE";"RECREIO";2021-07-23 00:00:00;"jul";2021
"86819791-2021";"RECEPTAÇÃO";"MÉIER";2021-07-23 00:00:00;"jul";2021
"41207041-2021";"DESACATO";"IPANEMA";2021-07-23 00:00:00;"jul";2021
"01329181-2021";"POSSE E USO";"RECREIO";2021-07-23 00:00:00;"jul";2021
"18067471-2021";"FURTO";"LARANJEIRAS";2021-07-23 00:00:00;"jul";2021
"74715151-2021";"MAUS TRATOS AOS ANIMAIS";"JAPERI";2021-07-23 00:00:00;"jul";2021
"43634181-2021";"ROUBO DE CARGA";"SÃO GONÇALO";2021-07-23 00:00:00;"jul";2021
"98646081-2021";"SIMULACRO";"NOVA IGUAÇU";2021-07-23 00:00:00;"jul";2021
"29690821-2021";"POSSE E USO";"LARANJEIRAS";2021-07-23 00:00:00;"jul";2021
"92087011-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"LARANJEIRAS";2021-07-23 00:00:00;"jul";2021
"45676941-2021";"APREENSÃO DE CELULAR";"SÃO GONÇALO";2021-07-23 00:00:00;"jul";2021
"78972161-2021";"POSSE E USO";"MIGUEL PEREIRA";2021-07-23 00:00:00;"jul";2021
"72481711-2021";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2021-07-23 00:00:00;"jul";2021
"52048301-2021";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2021-07-23 00:00:00;"jul";2021
"96876011-2021";"CAPTURA DE EVADIDO";"COPACABANA";2021-07-23 00:00:00;"jul";2021
"52357751-2021";"LESÃO CORPORAL";"ATERRO";2021-07-23 00:00:00;"jul";2021
"00047532-2021";"APREENSÃO DE MATERIAL";"COPACABANA";2021-07-24 00:00:00;"jul";2021
"80997221-2021";"POSSE E USO";"RECREIO";2021-07-24 00:00:00;"jul";2021
"28883311-2021";"FURTO DE BICICLETA";"COPACABANA";2021-07-24 00:00:00;"jul";2021
"59293471-2021";"MANDADO DE PRISÃO";"CENTRO";2021-07-24 00:00:00;"jul";2021
"92627401-2021";"MANDADO DE PRISÃO";"CENTRO";2021-07-24 00:00:00;"jul";2021
"08770611-2021";"MANDADO DE PRISÃO";"LARANJEIRAS";2021-07-24 00:00:00;"jul";2021
"37107421-2021";"POSSE E USO";"AUSTIN";2021-07-24 00:00:00;"jul";2021
"04997241-2021";"MANDADO DE PRISÃO";"PARACAMBI";2021-07-24 00:00:00;"jul";2021
"05839371-2021";"APREENSÃO DE MATERIAL";"BARRA";2021-07-24 00:00:00;"jul";2021
"16242511-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"TIJUCA";2021-07-24 00:00:00;"jul";2021
"33679921-2021";"FURTO";"TIJUCA";2021-07-24 00:00:00;"jul";2021
"93146241-2021";"MANDADO DE PRISÃO";"LEBLON";2021-07-24 00:00:00;"jul";2021
"50912131-2021";"FURTO";"MÉIER";2021-07-24 00:00:00;"jul";2021
"79773691-2021";"ESTELIONATO";"MÉIER";2021-07-24 00:00:00;"jul";2021
"58199431-2021";"FURTO";"BARRA";2021-07-24 00:00:00;"jul";2021
"22828501-2021";"POSSE E USO";"RECREIO";2021-07-24 00:00:00;"jul";2021
"05522291-2021";"RECEPTAÇÃO";"RECREIO";2021-07-24 00:00:00;"jul";2021
"10596281-2021";"EXERCÍCIO ILEGAL DA PROFISSÃO";"LARANJEIRAS";2021-07-24 00:00:00;"jul";2021
"50656781-2021";"POSSE E USO";"RECREIO";2021-07-24 00:00:00;"jul";2021
"95644611-2021";"CONTRAVENÇÃO";"MÉIER";2021-07-24 00:00:00;"jul";2021
"48098511-2021";"POSSE E USO";"RECREIO";2021-07-24 00:00:00;"jul";2021
"99343131-2021";"POSSE E USO";"GRAJAÚ E VILA ISABEL";2021-07-24 00:00:00;"jul";2021
"10304651-2021";"DESACATO";"CENTRO";2021-07-24 00:00:00;"jul";2021
"53527421-2021";"POSSE E USO";"AUSTIN";2021-07-24 00:00:00;"jul";2021
"84913541-2021";"FURTO";"BOTAFOGO";2021-07-24 00:00:00;"jul";2021
"52963431-2021";"ENCONTRO DE PESSOAS";"COPACABANA";2021-07-24 00:00:00;"jul";2021
"01363171-2021";"FATO ATÍPICO";"ATERRO";2021-07-24 00:00:00;"jul";2021
"99256201-2021";"FURTO";"LAPA";2021-07-24 00:00:00;"jul";2021
"33430801-2021";"ROUBO";"NOVA IGUAÇU";2021-07-24 00:00:00;"jul";2021
"49625951-2021";"FURTO A ESTABELECIMENTO COMERCIAL";"NITERÓI";2021-07-24 00:00:00;"jul";2021
"12481701-2021";"CAPTURA DE EVADIDO";"NITERÓI";2021-07-24 00:00:00;"jul";2021
"97844531-2021";"POSSE E USO";"JAPERI";2021-07-24 00:00:00;"jul";2021
"37187791-2021";"RECUPERAÇÃO DE VEÍCULO";"JAPERI";2021-07-24 00:00:00;"jul";2021
"71470811-2021";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"MAGÉ E PIABETÁ";2021-07-25 00:00:00;"jul";2021
"74123311-2021";"RECEPTAÇÃO";"NITERÓI";2021-07-25 00:00:00;"jul";2021
"77890281-2021";"POSSE E USO";"MIGUEL PEREIRA";2021-07-25 00:00:00;"jul";2021
"33139141-2021";"FURTO";"BOTAFOGO";2021-07-25 00:00:00;"jul";2021
"21643491-2021";"POSSE E USO";"AUSTIN";2021-07-25 00:00:00;"jul";2021
"84679701-2021";"ROUBO A TRANSEUNTE";"IPANEMA";2021-07-25 00:00:00;"jul";2021
"23636601-2021";"DANO AO PATRIMÔNIO";"LARANJEIRAS";2021-07-25 00:00:00;"jul";2021
"23922231-2021";"MANDADO DE PRISÃO";"SÃO GONÇALO";2021-07-25 00:00:00;"jul";2021
"95533911-2021";"POSSE E USO";"IPANEMA";2021-07-25 00:00:00;"jul";2021
"58746201-2021";"RECEPTAÇÃO";"COPACABANA";2021-07-25 00:00:00;"jul";2021
"01828271-2021";"POSSE E USO";"JAPERI";2021-07-25 00:00:00;"jul";2021
"85366461-2021";"DESACATO";"MIGUEL PEREIRA";2021-07-25 00:00:00;"jul";2021
"45514811-2021";"DIRIGIR SEM CNH";"CENTRO";2021-07-25 00:00:00;"jul";2021
"22185311-2021";"ADULTERAÇÃO DO SINAL IDENTIFICADOR DE VEÍCULO";"AUSTIN";2021-07-25 00:00:00;"jul";2021
"51984631-2021";"RECEPTAÇÃO";"BOTAFOGO";2021-07-25 00:00:00;"jul";2021
"86151131-2021";"POSSE E USO";"SÃO GONÇALO";2021-07-25 00:00:00;"jul";2021
"90658361-2021";"APREENSÃO DE MATERIAL";"NITERÓI";2021-07-25 00:00:00;"jul";2021
"09113301-2021";"CAPTURA DE EVADIDO";"NOVA IGUAÇU";2021-07-25 00:00:00;"jul";2021
"37259341-2021";"TRÁFICO DE DROGAS";"LAPA";2021-07-26 00:00:00;"jul";2021
"56809221-2021";"FURTO DE VEÍCULO";"SÃO GONÇALO";2021-07-26 00:00:00;"jul";2021
"93144101-2021";"POSSE E USO";"MAGÉ E PIABETÁ";2021-07-26 00:00:00;"jul";2021
"78647411-2021";"POSSE E USO";"RECREIO";2021-07-26 00:00:00;"jul";2021
"99036472-2021";"LESÃO CORPORAL DOLOSA";"LARANJEIRAS";2021-07-26 00:00:00;"jul";2021
"59697481-2021";"DESACATO";"BOTAFOGO";2021-07-26 00:00:00;"jul";2021
"35665491-2021";"POSSE E USO";"RECREIO";2021-07-26 00:00:00;"jul";2021
"02954071-2021";"FURTO DE BICICLETA";"COPACABANA";2021-07-26 00:00:00;"jul";2021
"81926932-2021";"AMEAÇA";"BANGU";2021-07-26 00:00:00;"jul";2021
"44134451-2021";"POSSE E USO";"SÃO GONÇALO";2021-07-26 00:00:00;"jul";2021
"57026301-2021";"POSSE E USO";"COPACABANA";2021-07-26 00:00:00;"jul";2021
"04949911-2021";"DIRIGIR SEM CNH";"RECREIO";2021-07-26 00:00:00;"jul";2021
"69776081-2021";"APREENSÃO DE MATERIAL";"MÉIER";2021-07-26 00:00:00;"jul";2021
"85936951-2021";"MANDADO DE PRISÃO";"SÃO GONÇALO";2021-07-26 00:00:00;"jul";2021
"93672091-2021";"FATO ATÍPICO";"SÃO GONÇALO";2021-07-26 00:00:00;"jul";2021
"55088491-2021";"MANDADO DE PRISÃO";"SÃO GONÇALO";2021-07-26 00:00:00;"jul";2021
"97274471-2021";"ROUBO DE APARELHO CELULAR";"SÃO GONÇALO";2021-07-26 00:00:00;"jul";2021
"53680981-2021";"CAPTURA DE EVADIDO";"ITAGUAÍ";2021-07-26 00:00:00;"jul";2021
"90251811-2021";"FURTO";"IPANEMA";2021-07-26 00:00:00;"jul";2021
"66947341-2021";"POSSE E USO";"CENTRO";2021-07-26 00:00:00;"jul";2021
